Id,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,BsmtQualNum,Blmngtn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,Names,NoRidge,NPkVill,NridgHt,NWAmes,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker,SalePrice
1,-0.2143207896858345,0.6560902929089082,-0.5100459314121994,1.0474625066055907,0.8977191275841939,0.47757556576447446,-0.9343039673491895,-0.45557285070193726,-0.7964747212610858,1.2175886251210986,0.44319737828597966,0.7864024839995214,1.2349363134792533,0.16896874758514666,1.0007704349714903,-0.9250204796992126,0.30917339345569655,0.3554771203912831,-0.7394577604141592,0.20862640940979435,-0.35916673445174524,0.8913842943532997,-0.09860132971832691,-0.05874228140418679,-0.10209752930371803,-0.19544984683450894,-0.12394808789013292,0.0,-0.19065853539890676,-0.265137931895272,-0.24526132394887484,-0.17871078411136948,-0.1135231062212285,-0.20199435132466526,0.0,-0.1558984685987893,-0.08928757116167668,-0.24526132394887487,-0.2171939421309433,-0.29924345721193535,-0.1295500551262591,-0.23402922293027079,-0.21193291096370775,-0.25838825456157605,-0.13360723238143668,-0.15933571551844344,-0.09122376506188816,0.3613126398351626
2,-0.06675491506716487,-0.06009235415532044,2.1899787686120895,0.15541232851952794,-0.39530470242388815,1.0691385268868066,-0.6295840068169278,0.5114526270575157,0.2854416698984714,-0.7861862999554828,-0.4787038921400782,0.7864024839995214,-0.7546452929460478,0.16896874758514666,-0.28609245465800065,0.6298694364657066,0.30917339345569655,-0.05549572335074716,1.6211193553699113,-0.7068649203048456,-0.35916673445174524,0.8913842943532997,-0.09860132971832691,-0.05874228140418679,-0.10209752930371803,-0.19544984683450894,-0.12394808789013292,0.0,-0.19065853539890676,-0.265137931895272,-0.24526132394887484,-0.17871078411136948,-0.1135231062212285,-0.20199435132466526,0.0,-0.1558984685987893,-0.08928757116167668,-0.24526132394887487,-0.2171939421309433,-0.29924345721193535,-0.1295500551262591,-0.23402922293027079,-0.21193291096370775,-0.25838825456157605,-0.13360723238143668,-0.15933571551844344,10.96205576827023,0.015715534924893523
3,0.14497003547266546,0.6560902929089082,-0.5100459314121994,0.981384715636253,0.8498293561024131,-0.0008944763197647901,-0.2884795733852918,-0.303135336966457,-0.6259263246250965,1.2457447130612846,0.5995913438046859,0.7864024839995214,1.2349363134792533,0.16896874758514666,-0.28609245465800065,0.6298694364657066,0.30917339345569655,0.6356858774881219,-0.7394577604141592,-0.07652662771443776,-0.35916673445174524,0.8913842943532997,-0.09860132971832691,-0.05874228140418679,-0.10209752930371803,-0.19544984683450894,-0.12394808789013292,0.0,-0.19065853539890676,-0.265137931895272,-0.24526132394887484,-0.17871078411136948,-0.1135231062212285,-0.20199435132466526,0.0,-0.1558984685987893,-0.08928757116167668,-0.24526132394887487,-0.2171939421309433,-0.29924345721193535,-0.1295500551262591,-0.23402922293027079,-0.21193291096370775,-0.25838825456157605,-0.13360723238143668,-0.15933571551844344,-0.09122376506188816,0.5533110314519787
4,-0.07317082265928093,0.6560902929089082,-0.5100459314121994,-1.859960296045281,-0.6826433313145731,-0.5881077097867856,-0.047432440426935625,-0.693756465913625,-0.5166687580301658,0.9876472402762451,0.45760208563638677,-1.0271252110604376,-0.7546452929460478,0.16896874758514666,0.35733899015674486,0.6298694364657066,1.6236123235275766,0.7944708398429972,-0.7394577604141592,-0.18158300981283906,3.8782967882083934,-1.0401697503407357,-0.09860132971832691,-0.05874228140418679,-0.10209752930371803,-0.19544984683450894,-0.12394808789013292,0.0,5.244978924797376,-0.265137931895272,-0.24526132394887484,-0.17871078411136948,-0.1135231062212285,-0.20199435132466526,0.0,-0.1558984685987893,-0.08928757116167668,-0.24526132394887487,-0.2171939421309433,-0.29924345721193535,-0.1295500551262591,-0.23402922293027079,-0.21193291096370775,-0.25838825456157605,-0.13360723238143668,-0.15933571551844344,-0.09122376506188816,-0.5154800152149646
5,0.5312076725180529,1.372272939973137,-0.5100459314121994,0.948345820151584,0.7540498131388514,0.36665751055403717,-0.161133918237481,0.2327777972598408,-0.026342117701696557,1.6845104167958524,1.4474112621429356,0.7864024839995214,1.2349363134792533,1.385209138618826,1.6442018797862357,0.6298694364657066,1.6236123235275766,1.7004791544561095,0.781450985325913,0.55381166487597,-0.35916673445174524,0.8913842943532997,-0.09860132971832691,-0.05874228140418679,-0.10209752930371803,-0.19544984683450894,-0.12394808789013292,0.0,-0.19065853539890676,-0.265137931895272,-0.24526132394887484,-0.17871078411136948,-0.1135231062212285,-0.20199435132466526,0.0,6.414431193506708,-0.08928757116167668,-0.24526132394887487,-0.2171939421309433,-0.29924345721193535,-0.1295500551262591,-0.23402922293027079,-0.21193291096370775,-0.25838825456157605,-0.13360723238143668,-0.15933571551844344,-0.09122376506188816,0.8925081899750206
6,0.5126015405009163,-0.7762750012195492,-0.5100459314121994,0.717073551758901,0.5146009557299474,0.5341220252835209,-1.1298705091833274,-0.5984830198289499,-0.9563638431073257,0.5418425145566309,-0.27292235856283314,-1.0271252110604376,1.2349363134792533,-2.2635120344822126,-0.9295238994727462,-0.9250204796992126,0.30917339345569655,0.037907195681532446,-0.42260177171831087,-0.2566232827402686,-0.35916673445174524,0.8913842943532997,-0.09860132971832691,-0.05874228140418679,-0.10209752930371803,-0.19544984683450894,-0.12394808789013292,0.0,-0.19065853539890676,-0.265137931895272,-0.24526132394887484,-0.17871078411136948,-0.1135231062212285,4.950633487729077,0.0,-0.1558984685987893,-0.08928757116167668,-0.24526132394887487,-0.2171939421309433,-0.29924345721193535,-0.1295500551262591,-0.23402922293027079,-0.21193291096370775,-0.25838825456157605,-0.13360723238143668,-0.15933571551844344,-0.09122376506188816,-0.4770803368916013
7,-0.004648929575481304,1.372272939973137,-0.5100459314121994,1.08050140209026,0.9934986705477555,1.9195102835001587,-0.5545410314619679,1.5213511555550723,1.4366433471913993,-0.7861862999554828,0.4102723329136204,0.7864024839995214,-0.7546452929460478,0.16896874758514666,0.35733899015674486,0.6298694364657066,0.30917339345569655,0.7664499641333133,1.2804991675218742,0.14859419106785077,-0.35916673445174524,1.3742728055268085,-0.09860132971832691,-0.05874228140418679,-0.10209752930371803,-0.19544984683450894,-0.12394808789013292,0.0,-0.19065853539890676,-0.265137931895272,-0.24526132394887484,-0.17871078411136948,-0.1135231062212285,-0.20199435132466526,0.0,-0.1558984685987893,-0.08928757116167668,-0.24526132394887487,-0.2171939421309433,-0.29924345721193535,-0.1295500551262591,-0.23402922293027079,-0.21193291096370775,3.8701449556860243,-0.13360723238143668,-0.15933571551844344,-0.09122376506188816,1.622102078118922
8,0.03358987967353048,0.6560902929089082,0.38996230192923015,0.05629564206552093,-0.5389740168692306,0.8799253738807665,-0.7842180166392696,0.1422680234793994,-0.12760522820431522,1.5202665704780998,1.225167205879511,0.7864024839995214,1.2349363134792533,0.16896874758514666,0.35733899015674486,2.184759352630626,0.30917339345569655,0.05658777948798836,1.1220711731739499,2.3547782151342784,3.1928247477780767,0.8913842943532997,-0.09860132971832691,-0.05874228140418679,-0.10209752930371803,-0.19544984683450894,-0.12394808789013292,0.0,-0.19065853539890676,-0.265137931895272,-0.24526132394887484,-0.17871078411136948,-0.1135231062212285,-0.20199435132466526,0.0,-0.1558984685987893,-0.08928757116167668,-0.24526132394887487,4.604179979371218,-0.29924345721193535,-0.1295500551262591,-0.23402922293027079,-0.21193291096370775,-0.25838825456157605,-0.13360723238143668,-0.15933571551844344,-0.09122376506188816,0.25251355125230013
9,-0.5133020834784434,0.6560902929089082,-0.5100459314121994,-1.331337968290577,-1.6404387609501894,-1.0578782965604026,0.8894677367319582,-0.22691658009871685,-0.3541148174864885,0.9782618776295163,0.5748975597754166,0.7864024839995214,-0.7546452929460478,-1.047271643448533,1.0007704349714903,2.184759352630626,0.30917339345569655,-0.018134555737835314,-0.026531785848500425,-0.7068649203048456,2.8345098175531387,-1.0401697503407357,-0.09860132971832691,-0.05874228140418679,-0.10209752930371803,-0.19544984683450894,-0.12394808789013292,0.0,-0.19065853539890676,-0.265137931895272,-0.24526132394887484,-0.17871078411136948,-0.1135231062212285,-0.20199435132466526,0.0,-0.1558984685987893,-0.08928757116167668,-0.24526132394887487,-0.2171939421309433,3.341760616312366,-0.1295500551262591,-0.23402922293027079,-0.21193291096370775,-0.25838825456157605,-0.13360723238143668,-0.15933571551844344,-0.09122376506188816,-0.6447589322369541
10,-0.34648848608342553,-0.7762750012195492,0.38996230192923015,-1.067026804413225,-1.6404387609501894,0.7929308207745412,-0.9570442629112985,-0.13402497016615855,-0.2075497891274352,-0.7861862999554828,-0.8593997292579815,-1.0271252110604376,-0.7546452929460478,-1.047271643448533,-0.9295238994727462,2.184759352630626,-1.0052655366161831,-1.246382941012312,-0.7394577604141592,-0.646832701962902,-0.35916673445174524,-1.0401697503407357,-0.09860132971832691,-0.05874228140418679,-0.10209752930371803,5.1164020652659765,-0.12394808789013292,0.0,-0.19065853539890676,-0.265137931895272,-0.24526132394887484,-0.17871078411136948,-0.1135231062212285,-0.20199435132466526,0.0,-0.1558984685987893,-0.08928757116167668,-0.24526132394887487,-0.2171939421309433,-0.29924345721193535,-0.1295500551262591,-0.23402922293027079,-0.21193291096370775,-0.25838825456157605,-0.13360723238143668,-0.15933571551844344,-0.09122376506188816,-0.7970776562529616
